0	28387	28
1	28358	56
2	29053	87
3	29851	119
4	28596	143
5	27455	165
6	26613	187
7	26076	210
8	25746	233
9	24856	251
10	25113	279
11	25313	307
12	25173	331
13	25141	356
14	25444	387
15	25579	415
16	25662	443
17	25708	471
18	25797	499
19	25632	523
20	25414	545
21	25315	569
22	25401	597
23	25011	615
24	24978	640
25	24662	658
26	24681	684
27	24766	713
28	24642	735
29	24625	761
30	25019	800
31	24728	817
32	24777	845
33	24902	876
34	24866	901
35	24942	931
36	24746	950
37	24692	975
38	24705	1002
39	24697	1029
40	24683	1055
41	24652	1080
42	24658	1107
43	24422	1124
44	25918	1221
45	25697	1239
46	26268	1295
47	26437	1332
48	26473	1364
49	26678	1404
50	26694	1434
51	26684	1463
52	26454	1480
53	26402	1507
54	26228	1526
55	26163	1552
56	26043	1574
57	25894	1594
58	25845	1620
59	25814	1647
60	25788	1675
61	25809	1705
62	25792	1734
63	25773	1762
64	25866	1798
65	25892	1829
66	25818	1854
67	25705	1875
68	25608	1897
69	25538	1922
70	25458	1945
71	25409	1971
72	25359	1997
73	25267	2019
74	25290	2050
75	25194	2072
76	25017	2087
77	24942	2110
78	24870	2133
79	24811	2157
80	24690	2176
81	24593	2196
82	24526	2219
83	24492	2246
84	24607	2285
85	24773	2330
86	24776	2360
87	24797	2392
88	24810	2423
89	24886	2461
90	24860	2488
91	24717	2504
92	24575	2519
93	24580	2550
94	24600	2582
95	24467	2598
96	24413	2622
97	24408	2651
98	24353	2675
99	24331	2703
100	24269	2726
101	24113	2738
102	24065	2763
103	24003	2786
104	23934	2807
105	23903	2834
106	23904	2864
107	23820	2884
108	23795	2911
109	23746	2934
110	23671	2955
111	23639	2981
112	23519	2996
113	23476	3020
114	23444	3046
115	23368	3066
116	23239	3079
117	23106	3091
118	23047	3113
119	22991	3135
120	22937	3157
121	22859	3176
122	22834	3202
123	22759	3221
124	22659	3237
125	22608	3259
126	22678	3299
127	22610	3318
128	22596	3346
129	22583	3374
130	22498	3391
131	22470	3417
132	22435	3441
133	22424	3469
134	22321	3483
135	22262	3504
136	22262	3534
137	22239	3560
138	22205	3584
139	22178	3610
140	22199	3643
141	22176	3670
142	22149	3695
143	22114	3720
144	22088	3746
145	22187	3793
146	22277	3839
147	22316	3876
148	22247	3895
149	22171	3912
150	22145	3938
151	22110	3963
152	22010	3976
153	22003	4005
154	21968	4029
155	21960	4058
156	21945	4087
157	21853	4100
158	21765	4114
159	21733	4139
160	21664	4157
161	21643	4184
162	21622	4210
163	21544	4226
164	21500	4248
165	21411	4261
166	21387	4287
167	21415	4324
168	21379	4348
169	21298	4362
170	21214	4375
171	21126	4388
172	21102	4414
173	21090	4442
174	21027	4460
175	21040	4494
176	21082	4534
177	21058	4560
178	21036	4586
179	21008	4611
180	20929	4625
181	20894	4648
182	20858	4672
183	20828	4696
184	20794	4720
185	20714	4733
186	20689	4758
187	20675	4786
188	20670	4817
189	20665	4847
190	20645	4874
191	20609	4897
192	20580	4922
193	20554	4947
194	20486	4962
195	20456	4986
196	20431	5012
197	20409	5038
198	20405	5069
199	20370	5092
200	20335	5115
201	20267	5130
202	20217	5149
203	20240	5187
204	20207	5210
205	20138	5224
206	20115	5250
207	20094	5277
208	20065	5301
209	20060	5332
210	20037	5358
211	20047	5393
212	20025	5419
213	20008	5447
214	19983	5473
215	19926	5489
216	19867	5506
217	19795	5518
218	19761	5541
219	19702	5557
220	19679	5583
221	19667	5612
222	19647	5638
223	19611	5661
224	19587	5686
225	19557	5710
226	19540	5738
227	19514	5763
228	19568	5812
229	19597	5853
230	19564	5876
231	19534	5901
232	19505	5925
233	19517	5962
234	19505	5991
235	19480	6017
236	19431	6035
237	19411	6062
238	19394	6091
239	19372	6117
240	19350	6144
241	19282	6156
242	19260	6182
243	19236	6208
244	19205	6232
245	19176	6256
246	19195	6296
247	19241	6345
248	19229	6375
249	19176	6392
250	19160	6420
251	19138	6447
252	19115	6474
253	19503	6640
254	19552	6692
255	19558	6729
256	19549	6762
257	19536	6793
258	19520	6822
259	19490	6848
260	19458	6872
261	19433	6899
262	19404	6924
263	19388	6954
264	19376	6986
265	19357	7015
266	19334	7042
267	19324	7075
268	19347	7119
269	19323	7146
270	19302	7175
271	19280	7203
272	19256	7231
273	19228	7256
274	19218	7289
275	19195	7317
276	19183	7349
277	19147	7372
278	19114	7396
279	19079	7419
280	19056	7447
281	19043	7479
282	19025	7509
283	19017	7543
284	19036	7587
285	18997	7609
286	18979	7639
287	18977	7676
288	18945	7700
289	18980	7752
290	19052	7819
291	19045	7855
292	19088	7910
293	19106	7956
294	19076	7982
295	19050	8009
296	19022	8036
297	18987	8060
298	18954	8084
299	18920	8108
300	18881	8130
301	18844	8153
302	18807	8175
303	18770	8198
304	18737	8222
305	18707	8248
306	18704	8286
307	18675	8312
308	18658	8343
309	18657	8382
310	18622	8405
311	18595	8432
312	18564	8458
313	18535	8484
314	18506	8510
315	18477	8536
316	18446	8561
317	18417	8587
318	18389	8614
319	18354	8637
320	18330	8665
321	18294	8688
322	18262	8713
323	18228	8736
324	18194	8760
325	18183	8795
326	18195	8841
327	18165	8866
328	18133	8891
329	18100	8915
330	18070	8940
331	18032	8962
332	18022	8997
333	18003	9028
334	17967	9051
335	17938	9077
336	17902	9099
337	17863	9120
338	17832	9145
339	17797	9168
340	17763	9191
341	17740	9220
342	17713	9247
343	17695	9279
344	17666	9305
345	17674	9350
346	17642	9375
347	17611	9399
348	17579	9424
349	17546	9447
350	17512	9471
351	17479	9494
352	17442	9516
353	17414	9543
354	17390	9571
355	17367	9600
356	17337	9625
357	17312	9654
358	17287	9681
359	17254	9705
360	17224	9731
361	17233	9778
362	17201	9802
363	17169	9826
364	17174	9871
365	17143	9896
366	17111	9921
367	17080	9945
368	17054	9973
369	17027	10000
370	17002	10028
371	16975	10055
372	16946	10081
373	16910	10103
374	16878	10127
375	16847	10151
376	16813	10174
377	16781	10198
378	16746	10220
379	16712	10243
380	16679	10266
381	16665	10301
382	16636	10326
383	16611	10355
384	16585	10383
385	16605	10439
386	16611	10487
387	16586	10515
388	16566	10547
389	16530	10568
390	16503	10595
391	16472	10620
392	16442	10645
393	16425	10679
394	16406	10711
395	16401	10753
396	16374	10780
397	16341	10804
398	16309	10827
399	16300	10866
400	16329	10931
401	16306	10961
402	16277	10988
403	16247	11013
404	16219	11040
405	16193	11068
406	16168	11097
407	16137	11121
408	16109	11148
409	16079	11173
410	16054	11202
411	16036	11236
412	16035	11282
413	16004	11307
414	15973	11331
415	15939	11354
416	15904	11375
417	15881	11406
418	15865	11441
419	15839	11469
420	15808	11494
421	15778	11519
422	15749	11545
423	15715	11568
424	15687	11595
425	15658	11620
426	15631	11648
427	15606	11677
428	15577	11703
429	15555	11734
430	15551	11779
431	15524	11807
432	15496	11834
433	15474	11865
434	15464	11906
435	15434	11932
436	15401	11954
437	15369	11978
438	15334	11999
439	15301	12022
440	15269	12046
441	15237	12069
442	15203	12092
443	15168	12113
444	15136	12136
445	15105	12160
446	15072	12183
447	15042	12208
448	15008	12230
449	14981	12257
450	14961	12290
451	14932	12316
452	14900	12339
453	14864	12359
454	14855	12402
455	14836	12436
456	14831	12482
457	14803	12509
458	14770	12531
459	14740	12556
460	14707	12579
461	14674	12601
462	14642	12624
463	14610	12647
464	14577	12670
465	14545	12692
466	14514	12717
467	14482	12740
468	14468	12779
469	14438	12803
470	14406	12826
471	14372	12848
472	14339	12870
473	14310	12895
474	14278	12918
475	14246	12941
476	14214	12964
477	14184	12989
478	14158	13017
479	14148	13060
480	14121	13088
481	14088	13109
482	14055	13131
483	14022	13153
484	13992	13176
485	13958	13198
486	13926	13220
487	13894	13242
488	13878	13280
489	13847	13304
490	13830	13341
491	13802	13367
492	13769	13389
493	13736	13410
494	13705	13434
495	13672	13455
496	13638	13475
497	13606	13498
498	13576	13521
499	13544	13544
500	13513	13567
501	13480	13589
502	13447	13609
503	13416	13632
504	13390	13660
505	13372	13696
506	13373	13753
507	13348	13782
508	13317	13806
509	13288	13831
510	13261	13858
511	13235	13886
512	13204	13909
513	13174	13933
514	13144	13957
515	13114	13981
516	13083	14004
517	13050	14024
518	13019	14048
519	12989	14071
520	12962	14099
521	12934	14125
522	12910	14155
523	12882	14181
524	12852	14204
525	12821	14228
526	12793	14253
527	12806	14325
528	12786	14361
529	12772	14403
530	12754	14440
531	12744	14487
532	12728	14527
533	12700	14554
534	12677	14586
535	12653	14616
536	12625	14643
537	12598	14670
538	12567	14693
539	12538	14719
540	12508	14743
541	12479	14768
542	12452	14795
543	12428	14827
544	12404	14857
545	12373	14880
546	12361	14926
547	12341	14962
548	12328	15007
549	12298	15031
550	12268	15054
551	12237	15077
552	12205	15100
553	12173	15121
554	12140	15142
555	12112	15167
556	12080	15189
557	12054	15217
558	12029	15248
559	12013	15289
560	11983	15314
561	11950	15333
562	11916	15351
563	11886	15375
564	11856	15400
565	11828	15426
566	11801	15453
567	11778	15486
568	11747	15509
569	11718	15534
570	11687	15556
571	11655	15577
572	11624	15599
573	11594	15622
574	11562	15643
575	11531	15665
576	11504	15693
577	11475	15718
578	11445	15741
579	11422	15773
580	11401	15809
581	11382	15848
582	11363	15886
583	11340	15919
584	11311	15945
585	11281	15968
586	11250	15990
587	11219	16012
588	11190	16036
589	11159	16059
590	11128	16080
591	11096	16100
592	11067	16124
593	11038	16149
594	11006	16169
595	10974	16190
596	10945	16214
597	10915	16237
598	10891	16269
599	10862	16294
600	10832	16317
601	10812	16355
602	10787	16384
603	10758	16408
604	10727	16431
605	10698	16454
606	10667	16476
607	10637	16499
608	10607	16521
609	10577	16544
610	10548	16568
611	10518	16590
612	10488	16613
613	10459	16637
614	10430	16661
615	10401	16686
616	10371	16707
617	10341	16730
618	10312	16754
619	10283	16778
620	10255	16804
621	10226	16827
